"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Jun 19 (0138)",1,0.724638,1,0.724638,21,15.217391,11,7.971014,0,0.0,0,0.0,0,0.0,49,35.507246,17,12.318841,38,27.536232,
"Jun 26 (0183)",1,0.546448,1,0.546448,31,16.939891,14,7.650273,0,0.0,0,0.0,0,0.0,70,38.251366,27,14.754098,39,21.311475,
"Jul 03 (0162)",0,0.0,1,0.617284,19,11.728395,10,6.17284,0,0.0,0,0.0,0,0.0,95,58.641975,14,8.641975,23,14.197531,
"Jul 10 (0318)",2,0.628931,3,0.943396,15,4.716981,16,5.031447,0,0.0,0,0.0,0,0.0,230,72.327044,27,8.490566,25,7.861635,
"Jul 17 (0429)",0,0.0,1,0.2331,13,3.030303,20,4.662005,0,0.0,0,0.0,1,0.2331,360,83.916084,17,3.962704,17,3.962704,
"Jul 24 (0687)",3,0.436681,1,0.14556,5,0.727802,7,1.018923,0,0.0,0,0.0,1,0.14556,642,93.449782,15,2.183406,13,1.892285,
"Jul 31 (1076)",0,0.0,0,0.0,8,0.743494,6,0.557621,0,0.0,0,0.0,1,0.092937,1040,96.654275,10,0.929368,11,1.022305,
"Aug 07 (1438)",0,0.0,1,0.069541,5,0.347705,6,0.417246,0,0.0,0,0.0,0,0.0,1405,97.705146,8,0.556328,13,0.904033,
"Aug 14 (1710)",0,0.0,0,0.0,4,0.233918,3,0.175439,0,0.0,0,0.0,0,0.0,1679,98.187135,6,0.350877,18,1.052632,
"Aug 21 (1765)",0,0.0,0,0.0,2,0.113314,3,0.169972,0,0.0,0,0.0,0,0.0,1727,97.847025,6,0.339943,27,1.529745,
"Aug 28 (1565)",0,0.0,0,0.0,1,0.063898,3,0.191693,0,0.0,0,0.0,0,0.0,1529,97.699681,8,0.511182,24,1.533546,
"Sep 04 (1182)",0,0.0,0,0.0,1,0.084602,2,0.169205,0,0.0,0,0.0,0,0.0,1144,96.78511,4,0.338409,31,2.622673,
"Sep 11 (1205)",0,0.0,0,0.0,2,0.165975,0,0.0,0,0.0,0,0.0,0,0.0,1171,97.178423,6,0.497925,26,2.157676,1780
"Sep 18 (0767)",0,0.0,0,0.0,0,0.0,2,0.260756,0,0.0,0,0.0,0,0.0,764,99.608866,1,0.130378,0,0.0,1780
"Sep 25 (???)",,,,,,,,,,,,,,,,,,,,,
"Oct 02 (???)",,,,,,,,,,,,,,,,,,,,,
"Oct 09 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Oct 16 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Oct 23 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Oct 30 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 06 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 13 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 20 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Nov 27 (n/a)",,,,,,,,,,,,,,,,,,,,,
"Dec 04 (n/a)",,,,,,,,,,,,,,,,,,,,,
