"Sequence week","B.1.526 +E484K count","B.1.526 +E484K  percent","B.1.526 no E484K count","B.1.526 no E484K percent","B.1.1.7 count","B.1.1.7 percent","P.1 count","P.1 percent","B.1.427 count","B.1.427 percent","B.1.429 count","B.1.429 percent","B.1.351 count","B.1.351 percent","B.1.617.2 count","B.1.617.2 percent","B.1.621 count","B.1.621 percent","Other count","Other percent","incomplete"
"Jun 12 (187)",6,3.208556,2,1.069519,27,14.438503,15,8.02139,0,0.0,0,0.0,0,0.0,52,27.807487,34,18.181818,51,27.272727,
"Jun 19 (138)",1,0.724638,1,0.724638,22,15.942029,9,6.521739,0,0.0,0,0.0,0,0.0,49,35.507246,17,12.318841,39,28.26087,
"Jun 26 (186)",1,0.537634,1,0.537634,32,17.204301,10,5.376344,0,0.0,0,0.0,0,0.0,72,38.709677,27,14.516129,43,23.11828,
"Jul 03 (169)",0,0.0,1,0.591716,19,11.242604,7,4.142012,0,0.0,0,0.0,0,0.0,103,60.946746,14,8.284024,25,14.792899,
"Jul 10 (322)",2,0.621118,3,0.931677,16,4.968944,17,5.279503,0,0.0,0,0.0,0,0.0,232,72.049689,28,8.695652,24,7.453416,
"Jul 17 (433)",0,0.0,1,0.230947,15,3.464203,11,2.540416,0,0.0,0,0.0,0,0.0,364,84.064665,17,3.926097,25,5.773672,
"Jul 24 (734)",3,0.408719,1,0.13624,6,0.817439,7,0.953678,0,0.0,0,0.0,0,0.0,686,93.46049,17,2.316076,14,1.907357,
"Jul 31 (1089)",0,0.0,0,0.0,8,0.734619,3,0.275482,0,0.0,0,0.0,0,0.0,1053,96.694215,11,1.010101,14,1.285583,
"Aug 07 (1491)",0,0.0,1,0.067069,4,0.268276,5,0.335345,0,0.0,0,0.0,0,0.0,1457,97.719651,8,0.536553,16,1.073105,
"Aug 14 (1752)",0,0.0,0,0.0,4,0.228311,1,0.057078,0,0.0,0,0.0,0,0.0,1721,98.230594,6,0.342466,20,1.141553,
"Aug 21 (1814)",0,0.0,0,0.0,2,0.110254,3,0.16538,0,0.0,0,0.0,0,0.0,1777,97.960309,6,0.330761,26,1.433297,
"Aug 28 (1625)",0,0.0,0,0.0,1,0.061538,2,0.123077,0,0.0,0,0.0,0,0.0,1590,97.846154,8,0.492308,24,1.476923,
"Sep 04 (1277)",0,0.0,0,0.0,1,0.078309,2,0.156617,0,0.0,0,0.0,0,0.0,1239,97.024276,4,0.313234,31,2.427565,
"Sep 11 (1348)",0,0.0,0,0.0,2,0.148368,1,0.074184,0,0.0,0,0.0,0,0.0,1312,97.329377,6,0.445104,27,2.002967,
"Sep 18 (1656)",0,0.0,0,0.0,0,0.0,2,0.120773,0,0.0,0,0.0,0,0.0,1618,97.705314,4,0.241546,32,1.932367,
"Sep 25 (1486)",0,0.0,0,0.0,0,0.0,1,0.067295,0,0.0,0,0.0,0,0.0,1454,97.846568,11,0.740242,20,1.345895,
"Oct 02 (1078)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1063,98.608534,1,0.092764,14,1.298701,
"Oct 09 (825)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,809,98.060606,0,0.0,16,1.939394,
"Oct 16 (912)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,896,98.245614,0,0.0,16,1.754386,
"Oct 23 (795)",0,0.0,0,0.0,0,0.0,1,0.125786,0,0.0,0,0.0,0,0.0,790,99.371069,0,0.0,4,0.503145,
"Oct 30 (708)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,691,97.59887,1,0.141243,16,2.259887,
"Nov 06 (575)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,563,97.913043,0,0.0,12,2.086957,
"Nov 13 (925)",0,0.0,0,0.0,1,0.108108,0,0.0,0,0.0,0,0.0,0,0.0,904,97.72973,0,0.0,20,2.162162,
"Nov 20 (739)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,724,97.97023,0,0.0,15,2.02977,1830
"Nov 27 (402)",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,395,98.258706,0,0.0,7,1.741294,1830
